Status,V193___V142,V193___V72,V40___V124,V193___V26,V40___V195,V193___V136,V52___V86,V40___V108,V72___V105
Ecig,-0.09846259263397346,-1.9532029325928273,-0.9035034339600131,0.041994673185220315,-8.235790177641213,-2.8748739269202246,0.17440172925032585,-5.602166280735245,-1.6257146960636697
Ecig,-1.31033750394511,-1.2654472632900016,-0.8539279837871084,-3.7212753448568203,-11.290353779771173,-1.2830285944860953,-0.7752015651409234,-2.3282071818637045,2.0243615409963067
Ecig,-0.09846259263397346,-0.1670688695205826,1.175938107719821,0.041994673185219676,-8.770331551973756,0.23905817420850076,0.6684202346999341,-3.7838236406391896,0.21290896575880092
Ecig,-0.09846259263397308,-0.298866242276084,-1.021286469616397,-0.47313912878590986,-6.9582874115741955,0.23905817420850092,0.4904068561111198,0.5643014423590104,0.34470633851430243
Ecig,-0.7762613748898123,-0.16683497462189195,-0.059651346125606394,-0.03239589074288367,-11.06741444960727,-0.1844163058179856,0.019075072520578443,-1.9806836681586308,0.1314726146666951
Ecig,0.07595685717477979,-0.1668349746218921,-0.28279489743981695,-3.1129235283851497,-8.866279740991109,-0.49235522122047054,0.5299006962865694,-1.128465436094039,-0.17646630073578917
Ecig,0.07595685717477937,0.5263122059380528,-1.669089258559706,1.451447920770625,-9.290607159109506,1.299427505695523,0.01907507252057888,-2.450221276076358,0.9221692456202591
Ecig,0.07595685717477958,-0.1668349746218922,2.0804148173706642,-0.03239589074288378,-4.111349221757434,-5.131168864037661,0.01907507252057888,-2.2725945635866114,0.1314726146666951
Ecig,-2.8932686896670097,-0.16683497462189234,-2.3357297124074505,-0.03239589074288367,-11.133702980736347,-0.18441630581798613,0.019075072520578662,-0.4353182555340932,-4.323138195939216
Ecig,-0.4140706515080834,-0.79248767973901,1.0860810584857674,0.041994673185219676,-6.8862607196109185,-0.07654988466560958,-0.02472694586000985,-3.890045853894497,0.8383277759772284
Ecig,0.07595685717477958,-0.1668349746218922,-0.7527985266855518,-0.0323958907428839,-7.680419815919433,-0.18441630581798601,0.0190750725205791,0.33045611343992276,0.1314726146666951
Ecig,-1.056305918925438,-0.1668349746218921,-1.0892707633067658,-0.03239589074288355,-7.203425255634267,-0.6235319013582583,0.01907507252057888,-4.416867323610851,0.1314726146666953
Ecig,-0.09846259263397357,0.21626755969504552,0.07732581905171221,0.04199467318521989,-11.37663349415819,0.23905817420850042,-0.02472694586001008,-5.673309646185945,-0.1704274634568272
Ecig,0.07595685717477979,-0.1668349746218922,3.7131095919690313,-0.03239589074288367,-5.980772771974991,-1.8260493517102119,0.5620958297446955,-0.14379740677514635,-1.5101604312255303
Ecig,-2.003484684505057,-0.16683497462189262,1.0389609425425026,-0.0323958907428839,-7.978072203722122,-0.18441630581798613,-3.507285452095582,-1.9016553243275203,0.1314726146666955
Ecig,-1.2316925692865734,-0.16683497462189248,-0.059651346125606276,-0.03239589074288378,-9.05028819539437,-1.4920657322793391,2.019871679541877,-2.7379033485281385,-0.4830296312347124
Ecig,-0.09846259263397357,0.2162675596950457,0.07732581905171242,0.041994673185219676,-10.928988122892767,-1.9270177384704812,-0.02472694586000974,-3.999669743118343,-0.17042746345682744
Ecig,-1.9911786220649637,-0.1668349746218921,-0.059651346125606394,-0.03239589074288378,-7.702502178795308,-1.1529394963896205,-0.3863900355875844,-5.141511064389095,0.1314726146666951
Ecig,0.07595685717477958,-0.1668349746218922,-1.977930866242038,-0.03239589074288344,-9.495941266438237,-0.18441630581798601,1.1176873611886882,-3.0467449562104707,0.1314726146666953
Ecig,0.07595685717477958,-0.16683497462189262,2.883766554985524,-0.03239589074288378,-8.180111017068759,-0.18441630581798626,0.01907507252057888,-1.821612616653983,0.1314726146666955
Ecig,0.07595685717477958,-0.16683497462189248,-2.777062519725417,-0.0323958907428839,-8.732150181339762,-0.18441630581798613,0.01907507252057888,-6.906147404385412,0.1314726146666951
Ecig,-3.316549883394319,-3.5593417151909907,1.3266430149942843,-0.03239589074288401,-10.19829765393338,-0.1844163058179864,0.17322575234783633,0.2578289250258525,3.2669668305958446
Ecig,1.6853947696088794,0.05630857669231652,-2.250020958364853,1.975652164702408,-10.270470830149996,1.8236317496273053,-1.7658294316105034,-4.235125780207441,0.1314726146666951
Ecig,-0.09846259263397346,0.21626755969504607,0.9936165509258664,0.041994673185219676,-7.183434181999299,0.23905817420850112,-0.024726945860009966,1.6629137310271191,-0.1704274634568273
Nonsmoker,-1.2985868499792799,0.21626755969504607,3.762356726185018,-3.3553541614963054,-6.229221259966145,0.23905817420850076,2.274009600153406,-1.5757647211372607,-0.1704274634568273
Nonsmoker,-0.09846259263397346,0.21626755969504624,0.4568154407566162,0.041994673185219676,-6.165544330364426,0.23905817420850112,0.78083128419971215,1.1108451487270814,-0.17042746345682758
Nonsmoker,-0.09846259263397321,0.21626755969504607,2.716383148666971,-2.0020607047251664,-5.297293575077635,-2.092679276153667,0.22756896282232178,-2.043665300186217,-0.17042746345682744
Nonsmoker,0.07595685717477917,-1.2071948771278438,3.075842869803544,-3.3753408862428826,-3.3783085822081174,-1.2247762083239375,1.0594349750265306,1.0907380479609559,1.1718325171726467
Nonsmoker,-2.7135936608518256,-3.5441721575506158,1.0389609425425044,-2.4652714648307548,-6.825273732553061,-2.057676091970435,4.600385059775239,-3.6541940804022937,3.5088097975954184
Nonsmoker,-0.7266047280262188,0.21626755969504624,2.5622324688397122,0.0419946731852201,-5.330960577672846,-1.08223114174369,1.2965623700921807,-1.5306442858567915,-0.17042746345682758
Nonsmoker,-5.2928625284074675,0.21626755969504588,2.3272867756587647,-4.255659126787089,-8.428127302623587,0.23905817420850076,-0.024726945860009966,-4.490350737154019,-0.1704274634568272
Nonsmoker,-0.09846259263397333,-3.396884947472646,2.0232359681070267,-1.6616153290980342,-6.378451945739756,-1.4645518280747531,2.6904839681017236,0.9346752306559044,3.4427250437108645
Nonsmoker,-0.09846259263397321,-1.4744498579503647,1.7680432366971228,0.041994673185219676,-9.020293443719284,-2.4324884964486353,3.4577499410134553,0.05347581859301932,-0.17042746345682705
Nonsmoker,-1.0039943610919588,-4.17050429809863,1.8991483193838514,0.041994673185219676,-8.488271656406516,-0.6664735942494845,3.232180079761452,-1.4898222913365364,4.003959806438809
Nonsmoker,-0.4123219463683255,-0.16683497462189262,0.2505035821782336,-3.353888038342204,-6.506367819649747,-2.0589894704809817,0.5299006962865693,-1.4408401211361908,0.1314726146666953
Nonsmoker,-0.5457021373539455,-2.715878634812926,2.1567673607315463,0.04199467318521989,-8.732853106930735,-0.9013285510714149,0.4225125988599623,1.034305071604745,2.761718731051144
Nonsmoker,0.03763101641178682,0.3523611687408061,1.6354704370982613,0.17808828223098036,-5.598169551066293,-1.5527012950195538,-0.02472694586000985,-0.017620103090712262,-0.1704274634568272
Nonsmoker,-0.09846259263397346,0.2162675596950457,0.077325819051712,0.04199467318521989,-5.849419475865682,0.23905817420850076,3.2531730993045263,-2.395144871686991,-0.1704274634568272
Nonsmoker,0.07595685717477958,1.1451122284529087,2.3509081456173053,1.2795513123319175,-8.562212230569374,1.127530897256815,3.014807346074571,-0.946143879300084,-1.1804745884081063
Nonsmoker,-1.1860314078122824,-0.16683497462189234,2.7129373761141755,-0.03239589074288355,-7.603073752574882,-0.18441630581798601,2.8905012499417424,2.337270466705688,-0.43736846976042143
Nonsmoker,-2.300947364774243,-4.440859181456796,3.4568568820475423,-1.3106878240237951,-5.293625578979981,-4.170758440201108,1.9905141863614357,0.9609264364389651,4.4054968215015995
Nonsmoker,0.07595685717477958,-0.16683497462189248,1.651122844834655,-2.723999334714871,-7.622650590699403,-3.194473480908507,0.01907507252057888,1.2754559354261679,0.1314726146666953
Nonsmoker,0.07595685717477958,-0.16683497462189248,1.5497865663084949,-0.03239589074288367,-7.688346791772391,-0.18441630581798613,-0.8698770985863522,2.063071828006939,0.1314726146666957
Smoker,-0.0984625926339748,0.21626755969504696,-1.2444300209306052,0.04199467318522117,-6.628634351825343,-0.15661541114640562,-3.192989253454693,0.3411578910448019,-2.963996321610105
Smoker,4.247222040698381,4.561952193027401,2.274550396387932,4.387679306517574,-5.780987717192501,4.584742807540856,-0.024726945860009626,1.508763051199862,-0.1704274634568272
Smoker,0.07595685717477958,-1.9775927122702674,2.8497186801908776,-0.03239589074288367,-7.843592126688411,-0.896561754798252,0.01907507252057888,-0.029853147425929823,1.2300849033348047
Smoker,0.07595685717477958,-0.16683497462189248,5.761068695365675,-0.03239589074288344,-4.607593772129212,-0.18441630581798601,0.7767607742180944,-0.05688181981384784,-3.70137307867024
Smoker,0.7691040377347247,1.544484806811864,2.057133543416314,1.6789238906908726,-5.900128362283021,1.5269034756157702,1.7303948539543352,-1.6392910598600312,0.1314726146666953
Smoker,1.1745691458428902,2.2774303587793123,0.7512788700907231,2.411869442658321,-5.8649284412553095,1.6073431634100697,1.7701932253618384,1.7619063218021265,0.1314726146666951
Smoker,-0.09846259263397321,0.2162675596950457,1.8690852882797662,0.04199467318521989,-7.600566361512556,0.2390581742085006,-0.986253928574941,-1.4725804849020296,-0.1704274634568272
Smoker,6.6311911428563945,5.427876404979947,-0.7527985266855516,3.6164053398036415,-7.217847178082768,4.717147893223907,-1.2802079116096825,-0.9461438793000837,-3.2007318955085076
Smoker,0.07595685717477979,-0.16683497462189234,2.8556137469629705,-0.03239589074288355,-1.8046154047596932,-0.18441630581798574,6.102209820394019,2.038114085275443,0.1314726146666955
Smoker,-0.09846259263397346,0.21626755969504624,-2.487623538409825,0.04199467318521989,-7.293129157668082,-1.3152264193810081,4.930755029391656,-1.7382836506350359,-2.4178592376062817
Smoker,1.036831465249849,1.351561617578868,0.11400758826742277,1.177288731069042,-7.570946311223275,0.6445232823166661,-1.160021003743832,-4.34097333607942,-0.20710923267253853
