TrainlogLoss,TrainAUC,TrainprAUC,TrainAccuracy,TrainKappa,TrainF1,TrainSensitivity,TrainSpecificity,TrainPos_Pred_Value,TrainNeg_Pred_Value,TrainPrecision,TrainRecall,TrainDetection_Rate,TrainBalanced_Accuracy,method,feats,estat,raw_estat,norm_esat,rawE,ami,numRatios,numParts,labels,seed
0.6050732485471381,0.7389583333333333,0.4924699900793651,0.6943571428571429,0.36039598493294145,0.6411826268969126,0.5549999999999999,0.8033333333333333,0.724694589877836,0.7196904761904762,0.724694589877836,0.5549999999999999,0.24102380952380953,0.6791666666666666,lda1,10,7.329272214360246,13.718418774645626,0.06896563777954447,27.357329459521942,0.0018089718571166705,4,5,Permuted,1
0.6392262733284896,0.7085416666666666,0.4844112103174603,0.6835238095238095,0.3473937552785379,0.654296066252588,0.5966666666666667,0.7504166666666666,0.6681122448979592,0.72325,0.6681122448979592,0.5966666666666667,0.2593333333333333,0.6735416666666666,lda1,10,6.842108805764672,16.58296809578961,0.07231802699194921,33.06640810829001,0.024160791866789343,4,5,Permuted,2
0.56998565583748,0.7544444444444445,0.49520213293650794,0.6472857142857142,0.26680307156611505,0.6150654413812309,0.5191666666666667,0.75,0.642156862745098,0.6902619047619047,0.642156862745098,0.5191666666666667,0.2237142857142857,0.6345833333333333,lda1,10,7.988157770686912,12.535248586772806,0.07442927115244267,24.99285072732149,0.015808651658253698,4,5,Permuted,3
0.6659319858159902,0.7036805555555555,0.47367088293650794,0.6086428571428572,0.19644213588344023,0.5826093010303537,0.5108333333333334,0.6883333333333334,0.5743859649122807,0.6652976190476191,0.5743859649122807,0.5108333333333334,0.21923809523809523,0.5995833333333334,lda1,10,7.279027378572678,12.610048814530016,0.07335721309995578,25.13720186292737,0.004844717881814748,4,5,Permuted,4
0.6437985512274355,0.7575694444444444,0.50696875,0.6750238095238095,0.3240840644862384,0.6391593508911945,0.5625,0.7625,0.6689862542955326,0.7106904761904762,0.6689862542955326,0.5625,0.24333333333333332,0.6625,lda1,10,7.448914878974728,12.839888189160703,0.07178638310369914,25.59102041603793,0.00976441249959998,4,5,Permuted,5
0.6759922192906078,0.6736284722222222,0.4628055555555556,0.6488571428571428,0.2756685724903116,0.6354132457580733,0.5658333333333333,0.7133333333333334,0.6103298611111111,0.7009404761904762,0.6103298611111111,0.5658333333333333,0.2455,0.6395833333333333,lda1,10,7.214468669209031,13.76686512908215,0.07768426837495189,27.448197664452533,0.024160791866789343,4,5,Permuted,6
0.5668898822781774,0.7869097222222222,0.5154707341269841,0.6643571428571429,0.3164439980309546,0.625062656641604,0.6216666666666667,0.7,0.6467444120505345,0.7328523328523329,0.6467444120505345,0.6216666666666667,0.2691190476190476,0.6608333333333333,lda1,10,10.965236464429637,15.451604550615157,0.0921658003321957,30.8111575269385,1.8390380762044488e-4,4,5,Permuted,7
0.648317746046407,0.7,0.4739203869047619,0.6557857142857143,0.2960784099958013,0.6336753485924757,0.6041666666666666,0.695,0.6297178130511464,0.7189514189514189,0.6297178130511464,0.6041666666666666,0.26221428571428573,0.6495833333333333,lda1,10,7.460471894163386,14.276690505572864,0.07359548340816746,28.448274725847927,0.015808651658253698,4,5,Permuted,8
0.6102251497069043,0.7355555555555555,0.5066215277777778,0.7017380952380953,0.3981565733783125,0.691096757852077,0.6866666666666666,0.7166666666666667,0.6857021996615905,0.7727580372250423,0.6857021996615905,0.6866666666666666,0.2972619047619047,0.7016666666666667,lda1,10,8.301916209164336,13.276308893681287,0.06953937800054856,26.46669497801496,0.0018089718571166705,4,6,Permuted,9
0.5487696628780079,0.7981944444444444,0.5204377480158731,0.7400238095238095,0.4555783028565637,0.6930990578049402,0.6233333333333333,0.8295833333333333,0.7802245250431779,0.7651830581478822,0.7802245250431779,0.6233333333333333,0.2707380952380952,0.7264583333333333,lda1,10,8.909288627296563,13.178451921056094,0.07272609416391168,26.286559425065903,0.004844717881814748,4,5,Permuted,10
0.6332226180173908,0.725486111111111,0.4904623015873016,0.6372380952380953,0.25117560048647003,0.6206949058693245,0.5499999999999999,0.705,0.6079447322970639,0.69923426657095,0.6079447322970639,0.5499999999999999,0.23864285714285713,0.6275,lda1,10,8.18253626716266,12.211743083200812,0.08165236179659725,24.34714098219679,0.00976441249959998,4,5,Permuted,11
0.5830813687784148,0.7746527777777777,0.5129699900793651,0.7010238095238095,0.37861634814460904,0.6657142857142857,0.5741666666666666,0.8008333333333333,0.7199122807017544,0.7239166666666667,0.7199122807017544,0.5741666666666666,0.248,0.6875,lda1,10,8.759155476594573,14.763617590230604,0.07547458231544821,29.44767307025219,1.8390380762044488e-4,4,5,Permuted,12
0.5320250036860283,0.8307638888888889,0.545108382936508,0.7555,0.5099633031219988,0.733309161227943,0.7783333333333333,0.7424999999999999,0.7363790186125211,0.8332499999999999,0.7363790186125211,0.7783333333333333,0.3367857142857143,0.7604166666666666,lda1,10,10.163752872791036,22.412819576536137,0.09156003149183242,44.70443890992878,0.015808651658253698,4,5,Permuted,13
0.5525652881492248,0.8236805555555555,0.540532738095238,0.7395,0.45834633868546915,0.6952635599694423,0.65,0.8099999999999999,0.7703508771929825,0.7841588896865278,0.7703508771929825,0.65,0.2823809523809524,0.73,lda1,10,10.774501693890407,15.741141639856215,0.08278700980088748,31.407115968481833,0.015808651658253698,4,6,Permuted,14
0.5423915614283038,0.8155555555555556,0.5339437003968254,0.7489047619047619,0.46843892460196807,0.7034937888198758,0.6166666666666667,0.8479166666666667,0.7911816578483245,0.7680545585068198,0.7911816578483245,0.6166666666666667,0.2702142857142857,0.7322916666666667,lda1,10,10.922313110312745,16.266348719582187,0.08463837881256706,32.428601755461834,0.015808651658253698,4,7,Permuted,15
0.565850263170105,0.7688888888888888,0.5078546626984127,0.6998571428571428,0.3749572811246724,0.663469387755102,0.5549999999999999,0.81875,0.7312834224598931,0.7267857142857143,0.7312834224598931,0.5549999999999999,0.2389047619047619,0.686875,lda1,10,11.723824765289224,17.29189244228595,0.10049775042109411,34.46829434425324,0.00976441249959998,4,5,Permuted,16
0.6233946988282224,0.7514930555555556,0.5017557043650793,0.6403333333333333,0.25313260097390533,0.6120868347338936,0.5241666666666667,0.7316666666666667,0.6393442622950819,0.6856664273749701,0.639344262295082,0.5241666666666667,0.22616666666666665,0.6279166666666667,lda1,10,9.175490125203273,19.344096290488622,0.0856123567136656,38.56249277177352,0.10834535079407721,4,5,Permuted,17
0.5405415187303335,0.8147916666666667,0.5386269841269842,0.7637142857142857,0.5149340018274801,0.7417741402116402,0.73,0.7870833333333334,0.7684523809523809,0.8133809523809523,0.7684523809523809,0.73,0.3186428571428571,0.7585416666666667,lda1,10,11.02303703960369,15.73702000073941,0.08690447018445788,31.3786889861253,0.0018089718571166705,4,6,Permuted,18
0.4742842641812238,0.8763194444444444,0.5728695436507937,0.8077857142857143,0.6061079461601201,0.8013640873015873,0.8133333333333334,0.7995833333333333,0.7988888888888889,0.8773749093546048,0.7988888888888889,0.8133333333333334,0.35438095238095235,0.8064583333333333,lda1,10,10.181936341483082,13.709510116082988,0.07499057559322367,27.360695079213528,0.004844717881814748,4,7,Permuted,19
0.5929736312749752,0.7810416666666666,0.5095753968253969,0.7186190476190476,0.4237961615679007,0.6858654572940287,0.6516666666666666,0.7729166666666667,0.7331615120274914,0.7580880593443408,0.7331615120274914,0.6516666666666666,0.2824047619047619,0.7122916666666667,lda1,10,10.038885969281845,21.195667210257525,0.09671705653925773,42.24425913625321,0.024160791866789343,4,5,Permuted,20
