TrainlogLoss,TrainAUC,TrainprAUC,TrainAccuracy,TrainKappa,TrainMean_F1,TrainMean_Sensitivity,TrainMean_Specificity,TrainMean_Pos_Pred_Value,TrainMean_Neg_Pred_Value,TrainMean_Precision,TrainMean_Recall,TrainMean_Detection_Rate,TrainMean_Balanced_Accuracy,method,feats,estat,raw_estat,norm_esat,rawE,ami,numRatios,numParts,labels,seed
1.2299943484583788,0.6730277777777778,0.3100988756613757,0.5211547619047618,0.2700671992589272,0.6585273368606702,0.5125,0.7567777777777778,0.5673317683881064,0.7728084868788386,0.5673317683881064,0.5125,0.17371825396825397,0.6346388888888889,lda1,20,8.715595609732574,25.927509719977547,0.1420939084417711,76.39256326259155,0.010625723127885886,9,10,Permuted,1
1.0584851267050126,0.7832361111111111,0.35136805555555556,0.6327738095238096,0.44507361843128823,0.749791829300026,0.6355555555555555,0.81625,0.7001061571125266,0.8313690476190476,0.7001061571125266,0.6355555555555555,0.21092460317460318,0.7259027777777778,lda1,20,10.46071860794084,24.010296033972928,0.1506095780617842,71.55771462462215,0.03639430816542066,9,12,Permuted,2
1.0823965458432228,0.7478611111111111,0.3182414021164021,0.5748690476190476,0.35746110133592857,0.6883177570093458,0.5797222222222222,0.7854722222222222,0.6257607926397735,0.7996150793650794,0.6257607926397736,0.5797222222222222,0.19162301587301586,0.6825972222222222,lda1,20,10.524155497153362,34.7146425788742,0.16720844046416722,105.36981793626319,0.014564461911886307,9,10,Permuted,3
1.091330894833967,0.7322268518518519,0.31237037037037035,0.5695833333333333,0.3403720755205146,0.6891369047619047,0.5702777777777778,0.7781944444444444,0.6533991228070175,0.7921312913775226,0.6533991228070175,0.5702777777777778,0.1898611111111111,0.6742361111111111,lda1,20,8.6515648048516,24.45196644463831,0.13129493257607783,73.97340342512268,0.03839489776375899,9,11,Permuted,4
1.0075657620079157,0.7878333333333333,0.3423012566137566,0.5879047619047619,0.3750361841879155,0.6876299945265463,0.5975,0.7895,0.6582236842105263,0.8071787508973438,0.6582236842105263,0.5975,0.19596825396825396,0.6935,lda1,20,10.240597115832271,27.364466424226666,0.15580359083020653,82.93489504130429,0.029097688772290277,9,11,Permuted,5
0.9072860831843129,0.8105740740740741,0.3600033068783069,0.6051428571428571,0.3976238604999684,0.7226908541194256,0.5930555555555556,0.8020555555555555,0.6636838180462341,0.819562096195262,0.6636838180462341,0.5930555555555556,0.2017142857142857,0.6975555555555556,lda1,20,10.91249835615447,19.883345134642976,0.14805082074284312,58.69355118995401,0.06185475310264801,9,11,Permuted,6
1.1218858311228408,0.7060138888888889,0.3231954365079365,0.4970952380952381,0.23352556497952526,0.641260043111895,0.4994444444444444,0.7430277777777777,0.5448778565799842,0.7540679588418282,0.5448778565799842,0.4994444444444444,0.16569841269841268,0.6212361111111111,lda1,20,9.490502881784382,28.747107467049112,0.1476520911087878,92.54054178203552,0.0156871311414945,8,11,Permuted,7
0.9195575949931211,0.8081898148148148,0.35134126984126984,0.58325,0.3718270609805268,0.6977465986394558,0.5880555555555556,0.7908611111111111,0.6363888888888889,0.806797619047619,0.6363888888888889,0.5880555555555556,0.19441666666666665,0.6894583333333333,lda1,20,13.009216835223983,31.65479150671308,0.18200384816472764,95.47102692066808,0.040275336217668316,9,10,Permuted,8
0.9950804951308003,0.7318148148148148,0.3298369708994709,0.49270238095238095,0.23112774655234936,0.6387149380300066,0.48833333333333334,0.7447777777777778,0.5170524691358025,0.7572266092366595,0.5170524691358025,0.48833333333333334,0.16423412698412698,0.6165555555555555,lda1,20,9.725492425676862,24.45799625044011,0.15418972609604942,71.84987758899554,0.06286295169550299,9,11,Permuted,9
1.064448096200691,0.7801759259259259,0.34973511904761906,0.632,0.4363444271233857,0.7460775335775336,0.6219444444444444,0.8125,0.6968479117415287,0.8349366682700016,0.6968479117415287,0.6219444444444444,0.21066666666666667,0.7172222222222222,lda1,20,12.085960406186027,35.37403404458186,0.17943833897750097,104.80538741445628,0.05281196433062346,9,11,Permuted,10
0.9623976756617248,0.763912037037037,0.33592724867724866,0.5314761904761904,0.2909651863437758,0.6771524771524772,0.5397222222222222,0.7623611111111112,0.5853200883002208,0.7795383127870438,0.5853200883002208,0.5397222222222222,0.17715873015873015,0.6510416666666666,lda1,20,10.57348210428475,27.195725113504775,0.15320320887670408,82.46425179436804,0.0056518011481952405,9,12,Permuted,11
1.041856144864266,0.7573009259259259,0.33040476190476187,0.51425,0.26292968230542874,0.6448497129348193,0.5125,0.7538333333333334,0.5514154281670205,0.767256919518226,0.5514154281670205,0.5125,0.17141666666666666,0.6331666666666667,lda1,20,8.572128662329002,23.28922294225158,0.1309902780855189,70.22456771559547,0.02921783991671969,9,13,Permuted,12
1.0000663391683995,0.7776296296296297,0.3491471560846561,0.5944285714285714,0.38900367652490464,0.7004251700680272,0.5994444444444444,0.7966944444444445,0.6516737891737892,0.8135722302388969,0.6516737891737892,0.5994444444444444,0.19814285714285715,0.6980694444444444,lda1,20,14.021788355009775,33.74903944076051,0.1910568991725684,102.13781432268811,0.052413298172260064,9,12,Permuted,13
1.2119165457364414,0.7276944444444444,0.3294203042328042,0.6010357142857142,0.3952628173571389,0.7090348639455782,0.5936111111111111,0.8000833333333334,0.6491963661774982,0.818313492063492,0.6491963661774982,0.5936111111111111,0.20034523809523808,0.6968472222222222,lda1,20,10.137819079729066,32.69256538287636,0.15229808493796382,97.39755924859806,0.03475018114948065,9,11,Permuted,14
1.257458257746522,0.7297638888888889,0.32494775132275133,0.55825,0.33450808923615505,0.6617857142857143,0.5666666666666667,0.7779444444444444,0.60625,0.7905833333333333,0.60625,0.5666666666666667,0.18608333333333332,0.6723055555555556,lda1,20,10.88723535583659,34.031250854436536,0.18417219935477064,100.9530597233261,0.06380591917635135,9,10,Permuted,15
0.8125407442360086,0.8410231481481482,0.3685843253968254,0.6543571428571429,0.4720984537100953,0.7260037348272642,0.6522222222222223,0.8242222222222222,0.7353249475890985,0.8409126984126984,0.7353249475890985,0.6522222222222223,0.2181190476190476,0.7382222222222222,lda1,20,9.830251861985712,23.8370856879241,0.1420998939110631,71.67493231429668,0.022127168045150806,9,13,Permuted,16
0.978039562228567,0.7910787037037037,0.353916335978836,0.5875357142857143,0.3725796579739895,0.7039518900343642,0.5822222222222222,0.7911666666666667,0.6378378378378379,0.8130357142857143,0.6378378378378379,0.5822222222222222,0.1958452380952381,0.6866944444444444,lda1,20,10.83859701061737,30.45308045406356,0.15568065372041195,91.81081992422207,0.053419807108329165,9,10,Permuted,17
0.9339470952931592,0.8081018518518519,0.3530367063492063,0.6177142857142857,0.4250743654048172,0.7082687338501292,0.6241666666666666,0.8090277777777778,0.6682539682539682,0.8245238095238095,0.6682539682539682,0.6241666666666666,0.2059047619047619,0.7165972222222222,lda1,20,11.769372455453086,24.124257494968376,0.15256895293683498,72.59607774881283,0.015537793309142086,9,13,Permuted,18
1.0451481335394932,0.7375601851851852,0.3359996693121693,0.5415357142857142,0.3063314505357203,0.6805366591080877,0.54,0.7693055555555556,0.5665584415584416,0.7845856265454255,0.5665584415584416,0.54,0.18051190476190476,0.6546527777777778,lda1,20,11.704621928386304,34.01990036163161,0.16014610745103874,102.00874468400586,0.024243917937029045,9,12,Permuted,19
1.093090954854286,0.7039537037037037,0.3185820105820106,0.48979761904761904,0.22362793470335812,0.6437083045778698,0.4791666666666667,0.7424444444444445,0.5250829187396352,0.7569873175400814,0.5250829187396352,0.4791666666666667,0.163265873015873,0.6108055555555556,lda1,20,8.47880438832735,23.343949441789253,0.14246086907888,69.1785592250661,0.002157010980511516,9,11,Permuted,20
1.0737925468920568,0.7380740740740741,0.3235532407407407,0.5457619047619048,0.311930910174227,0.6578787878787878,0.5472222222222222,0.7703333333333333,0.6117440225035161,0.7853393953896467,0.6117440225035161,0.5472222222222222,0.18192063492063493,0.6587777777777778,lda1,20,11.64206266035394,30.277887700621417,0.1692491394281266,91.63735087947235,0.02365004287411732,9,10,Permuted,21
