OTUID	SA118VXL	SA001V3L	SA002V1R	SA008V3R	SA009V3R	SA016V3R	SA024V3L	SA053V1R	SA055V3R	SA056V1R	SA057V1R	SA058V1L	SA064V5L	SA066V1R	SA069V3R	SA074V1R	SA076V1R	SA071VXR	SA077V1R	SA078V1R	SA081V1L	SA082V1R	SA087V1L	SA088V3L	SA094V1L	SA096V1R	SA091V1R	SA100V1L	SA101V1L	SA098V1L	SA104V1L	SA105V1L	SA106V1L	SA112V1R	SA115V1L	SA116V1L	SA120V1L	SA122V1L	SA123V1L	SA125V1L	SA126V1L	SA130V1R	SA132VXR	SA133V1R	SA135V1R	SA140V1R	SA141V1R	SA142V1L	SA143V1R	SA144V1L	SA145V1L	SA146V1L	SA147V1L	SA148V1L	SA121VXL	SA138V1R	SA114VXR	SA070V1L	SA084V1L	SA039V5L	SA109V1R	SA127V1L
1139769	1	0	0	0	0	0	0	26	3	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4	1	0	0	0	0	0	0	12	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
809380	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	70	0	0	0	224	0	0	8	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
New.CleanUp.ReferenceOTU44261	2	1	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU83839	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
New.CleanUp.ReferenceOTU2786	3	1	0	17	0	0	0	7	29	0	1	4	7	1	11	0	1	0	6	0	1	0	0	0	1	0	4	3	12	1	7	2	2	0	1	0	0	0	0	1	0	4	6	0	0	1	1	0	0	3	3	0	3	1	0	0	0	0	0	2	71	0
1005406	1	0	1	34	0	0	0	4	22	0	1	0	1	6	2	1	0	0	5	2	3	0	0	0	0	1	3	3	21	0	2	4	2	0	1	0	0	0	3	0	1	3	5	0	0	4	0	0	0	1	3	0	2	2	0	0	0	0	1	3	123	0
New.CleanUp.ReferenceOTU13001	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
New.CleanUp.ReferenceOTU22102	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0
New.CleanUp.ReferenceOTU5210	21	1	0	1	2	0	0	0	0	0	60	16	0	2	24	1	1	34	1	7	0	0	0	1	0	2	5	26	0	7	1	2	0	13	16	0	2	6	9	0	0	0	11	0	0	0	4	28	0	3	3	1	4	1	0	7	0	0	0	100	0	0
New.CleanUp.ReferenceOTU14244	0	0	0	0	0	3	0	0	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
New.CleanUp.ReferenceOTU17681	0	0	0	0	2	1	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	12	1	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU49631	0	0	0	0	0	2	0	0	0	0	0	4	0	1	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	213	0	0
New.CleanUp.ReferenceOTU57284	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
New.CleanUp.ReferenceOTU42405	3	0	0	0	1	0	0	0	0	0	29	21	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
New.CleanUp.ReferenceOTU68578	1	0	0	0	0	0	0	0	1	0	3	1	0	0	4	0	0	15	0	1	0	0	0	0	0	1	0	6	0	0	0	0	0	2	4	0	1	0	3	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	16	0	1
New.CleanUp.ReferenceOTU27418	0	0	1	0	3	2	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
New.CleanUp.ReferenceOTU71857	0	0	0	0	1	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU35431	0	0	0	1	0	0	0	0	0	0	9	4	1	0	0	0	0	10	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0
New.CleanUp.ReferenceOTU53976	3	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU80398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
New.CleanUp.ReferenceOTU50192	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	16	0	0	0	40	0	0	0	1	0	0
New.CleanUp.ReferenceOTU74159	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	10	1	0	0	0	2	0	0	0	0	0	0
New.CleanUp.ReferenceOTU54953	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
656443	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
277340	0	2	0	7	0	1	2	3	36	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	25	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	1	0	0
289634	0	0	0	3	1	2	3	0	21	0	0	0	0	0	0	0	9	0	0	0	77	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU18212	0	1	7	3	2	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	18	0	1	6	0	0	0	1	0	0	1	4	0	1	28	1	0	0	0	5	0	42	1	0	0	4	0	1	0	0	0	0	2	3	0	0	0	0	35	2	0	0
566839	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
591907	1	15	3	4	0	0	10	0	19	0	0	0	1	0	0	0	32	0	55	2	24	0	6	167	0	0	0	47	0	0	0	9	21	17	1	0	0	0	1	0	0	20	0	0	10	6	0	0	0	6	0	2	4	1	0	0	0	0	0	0	0	0
1051517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	24	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
578257	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
744553	1	0	0	0	0	0	14	0	0	0	0	0	1	0	1	0	3	0	0	1	1390	0	0	0	0	0	0	0	0	0	0	0	4	5	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
538534	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU71905	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172413	0	0	2	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	1	0	0	0	0	0	0	0	18	0	0	0
830481	4	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
585435	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	13	1	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	2	0
New.CleanUp.ReferenceOTU61576	2	0	0	2	0	0	0	0	7	1	0	0	0	0	5	13	0	0	0	12	20	2	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	1	0	69	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
950828	2	1	0	2	0	1	0	17	15	1	0	0	0	0	11	32	0	0	0	74	58	0	0	0	0	4	0	0	4	0	4	0	0	0	0	0	0	0	0	0	1	1	2	372	0	0	10	0	0	0	2	0	3	1	2	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU10666	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111582	20	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	212	0	0	0	0	0	0	377	0	0	0	0	0	0
1059729	31	0	1	0	2	5	1	4	84	12	3	41	2	7	29	186	0	3	0	539	851	0	10	0	2	30	0	2	10	0	61	5	5	70	4	0	0	4	14	0	24	5	1	637	0	0	149	0	315	4	1	6	10	34	0	0	0	1	15	1	0	1
1065974	1	0	0	1	0	0	0	5	2	0	0	0	0	0	9	1	0	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
949789	39	35	2	86	17	3	3	1511	435	1	4	94	14	16	303	214	31	0	129	365	771	71	23	93	3	31	49	32	310	0	37	11	0	94	12	94	1	10	17	8	91	13	41	366	57	15	74	2	87	33	60	1	32	45	229	0	1	3	19	2	2	0
1090059	0	0	0	0	0	0	0	3	1	0	0	1	0	1	3	52	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
1102921	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU16334	3	0	0	0	0	1	0	0	12	1	1	16	3	1	5	9	0	0	0	39	13	0	3	0	0	0	0	1	9	0	3	0	0	0	3	0	0	1	2	0	1	1	1	29	0	0	11	0	0	3	1	0	2	1	0	0	0	0	1	0	0	0
New.CleanUp.ReferenceOTU66784	0	0	0	0	4	12	0	0	2	3	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1069592	7	0	0	19	3	1	0	53	32	0	1	37	2	2	43	10	1	1	10	32	22	4	6	1	0	0	4	6	37	0	5	1	0	10	3	2	1	0	3	1	3	3	5	15	5	5	5	2	0	15	16	0	9	0	2	1	1	0	0	0	0	1
271159	1	0	0	1	0	0	0	2	1	0	0	3	1	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU68638	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU18793	0	1	0	0	0	0	0	7	2	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU35389	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	2	0	0	0	5	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540269	0	0	3	1	0	0	0	3	4	2	0	0	3	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	2	24	0	22	0	0	0	0	0	0	0	6	1	0	3	0	0	0	0	0	10	0	1	0	0	0	0	0	12	0	48	0
578911	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	1	0	0	0	0	0	8	0	0	3	0	0	0	0	1	0	2	0	0	6	0	0	0	0	4	0	0	3	47	18	1	38	0	2	0	0	0	0	0	0
1084045	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	28	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
643177	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
919491	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0
New.CleanUp.ReferenceOTU66209	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	37	0	0	0	10	0	0	0
1580377	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	39	0	0	0	0	345	0	0	0	0	11	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	45	0	0	0	160	0	0	0
1086805	1	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
New.CleanUp.ReferenceOTU2368	3	0	0	0	0	0	0	1	12	0	0	3	0	0	9	10	0	0	0	53	17	0	1	0	0	0	0	2	6	0	6	1	0	2	0	0	0	0	4	0	1	5	0	14	0	2	12	1	0	2	0	0	2	1	0	4	0	0	0	0	0	0
New.CleanUp.ReferenceOTU50188	1	0	0	0	0	0	0	1	0	0	0	11	0	0	1	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU38610	0	0	0	1	0	0	0	4	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
New.CleanUp.ReferenceOTU71385	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0
New.CleanUp.ReferenceOTU56404	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
New.CleanUp.ReferenceOTU44220	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0	0	147	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0
New.CleanUp.ReferenceOTU23606	2	0	0	0	0	0	0	0	0	0	20	14	0	2	14	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	13	7	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	6	0	0
New.CleanUp.ReferenceOTU49242	1	13	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
617833	0	0	0	1	1	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
New.CleanUp.ReferenceOTU10204	2	0	0	1	2	0	0	0	0	0	2	1	2	1	5	0	0	4	0	0	0	0	0	0	0	0	0	3	0	1	1	4	0	5	4	1	0	1	3	0	0	0	1	0	0	0	0	2	0	4	1	0	2	0	0	0	0	0	0	10	0	2
New.CleanUp.ReferenceOTU6386	1	0	0	1	1	0	0	2	0	0	0	0	0	1	12	0	0	3	0	1	0	0	0	1	0	0	1	3	0	0	0	1	0	2	7	1	0	1	1	0	0	0	1	0	0	0	1	11	0	2	1	0	0	0	0	0	0	0	0	4	0	1
New.CleanUp.ReferenceOTU18907	2	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
New.CleanUp.ReferenceOTU23957	5	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	6	0	0
New.CleanUp.ReferenceOTU31715	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU28558	11	2	1	12	0	0	0	3	0	0	22	4	2	2	11	3	1	62	4	3	1	0	0	0	0	0	8	33	3	0	0	8	0	18	11	0	2	12	7	0	0	2	5	0	1	1	1	39	0	13	7	4	20	0	0	2	0	0	0	76	0	1
New.CleanUp.ReferenceOTU39	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
New.CleanUp.ReferenceOTU68242	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU71315	1	0	0	0	0	0	0	0	1	0	117	69	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
New.CleanUp.ReferenceOTU54445	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
New.CleanUp.ReferenceOTU29329	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU45043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU38963	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU39951	1	3	0	0	0	0	0	7	5	0	0	0	2	1	1	3	0	5	3	2	4	1	1	0	0	0	0	6	4	0	0	0	0	0	1	5	1	0	2	0	0	3	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	3	5	2	1
New.CleanUp.ReferenceOTU34245	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
New.CleanUp.ReferenceOTU31921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	4	0	1	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU22335	5	0	0	2	0	1	0	1	1	0	4	0	1	0	4	1	1	12	0	2	0	0	0	0	0	0	0	26	0	0	0	2	0	2	0	1	0	0	3	0	0	1	1	0	0	1	0	3	0	3	12	0	0	0	0	0	0	0	0	16	1	0
New.CleanUp.ReferenceOTU67978	10	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	1	0	0	0	6	1	0	0	3	0	0	0	0	1	0	0	0	4	0	0
New.ReferenceOTU23	6	0	3	22	10	3	0	44	66	2	8	26	2	5	61	21	3	1	9	52	49	3	7	3	0	1	2	3	38	0	9	4	0	7	41	3	1	2	10	2	2	26	78	33	1	3	10	4	0	10	14	0	19	4	0	23	0	1	19	9	10	0
519673	39	49	146	142	67	29	0	143	101	2	61	37	63	298	94	5	58	170	98	44	39	45	152	11	14	5	76	205	78	44	45	221	31	98	246	101	47	231	178	0	6	102	163	2	64	278	38	255	0	115	74	37	189	165	0	66	51	4	134	111	71	302
New.CleanUp.ReferenceOTU31088	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU67026	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
697578	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU21895	0	0	3	1	0	0	0	0	0	0	3	0	0	4	0	0	1	3	0	0	0	1	1	0	0	0	0	3	0	1	1	0	0	1	5	0	0	3	2	0	0	2	1	0	0	6	0	7	0	0	1	0	6	0	0	1	0	0	1	2	1	10
New.ReferenceOTU527	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1063810	10	0	0	0	0	0	0	1	0	0	12	86	1	0	0	0	0	0	0	1	2	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	18	0	1	4	0	44	0	1	0	0	14	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
960131	14	4	4	107	6	14	0	67	73	10	4	2	7	11	166	16	1	4	6	75	54	5	8	0	1	5	14	10	85	0	17	6	0	40	116	3	3	2	16	0	1	167	187	21	1	5	19	4	0	15	28	0	102	0	0	2	1	0	5	3	28	1
New.CleanUp.ReferenceOTU3477	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
