Seed,Method,Scenario,NumRatios,EnergyF,combinedF,obsCombinedF,obsEnergyF,p
51,Feat_Selection,Scenario_X,4,3.8036524585367752,10.415885939113082,19.828121434245258,4.381868108850036,0.06930693069306931
52,Feat_Selection,Scenario_X,4,5.643310446664626,19.981085375656292,19.828121434245258,4.381868108850036,0.06930693069306931
53,Feat_Selection,Scenario_X,3,5.023349904290744,10.18002588993401,19.828121434245258,4.381868108850036,0.06930693069306931
54,Feat_Selection,Scenario_X,5,3.5693586001307622,12.964615582318054,19.828121434245258,4.381868108850036,0.06930693069306931
55,Feat_Selection,Scenario_X,5,4.349849992607609,12.65139440922522,19.828121434245258,4.381868108850036,0.06930693069306931
56,Feat_Selection,Scenario_X,5,7.085099883011669,22.677435497589215,19.828121434245258,4.381868108850036,0.06930693069306931
57,Feat_Selection,Scenario_X,5,3.6140496900285806,11.114809552252463,19.828121434245258,4.381868108850036,0.06930693069306931
58,Feat_Selection,Scenario_X,5,4.498441782033099,19.727324474335507,19.828121434245258,4.381868108850036,0.06930693069306931
59,Feat_Selection,Scenario_X,5,4.403672169314682,14.641419430477312,19.828121434245258,4.381868108850036,0.06930693069306931
60,Feat_Selection,Scenario_X,5,4.073489462838184,14.526640224919525,19.828121434245258,4.381868108850036,0.06930693069306931
61,Feat_Selection,Scenario_X,5,4.317724802280319,8.299451360482866,19.828121434245258,4.381868108850036,0.06930693069306931
62,Feat_Selection,Scenario_X,5,4.3844324753091835,12.361999973840746,19.828121434245258,4.381868108850036,0.06930693069306931
63,Feat_Selection,Scenario_X,5,5.117926190052964,15.379296801179612,19.828121434245258,4.381868108850036,0.06930693069306931
64,Feat_Selection,Scenario_X,5,3.6165995295287248,10.24490983677146,19.828121434245258,4.381868108850036,0.06930693069306931
65,Feat_Selection,Scenario_X,5,4.480523376187682,20.745772817124156,19.828121434245258,4.381868108850036,0.06930693069306931
66,Feat_Selection,Scenario_X,3,5.2680957054625415,13.125041178869424,19.828121434245258,4.381868108850036,0.06930693069306931
67,Feat_Selection,Scenario_X,5,3.5065195974228187,8.763259894800346,19.828121434245258,4.381868108850036,0.06930693069306931
68,Feat_Selection,Scenario_X,5,4.1594867744896,11.994573035127786,19.828121434245258,4.381868108850036,0.06930693069306931
69,Feat_Selection,Scenario_X,5,3.2957224164875822,9.520593008053872,19.828121434245258,4.381868108850036,0.06930693069306931
70,Feat_Selection,Scenario_X,5,4.89521832859848,13.703724677438071,19.828121434245258,4.381868108850036,0.06930693069306931
71,Feat_Selection,Scenario_X,5,4.015391930536552,14.04169531528899,19.828121434245258,4.381868108850036,0.06930693069306931
72,Feat_Selection,Scenario_X,5,3.8714296304461553,14.143892663009925,19.828121434245258,4.381868108850036,0.06930693069306931
73,Feat_Selection,Scenario_X,5,4.144380166625142,13.715459733933374,19.828121434245258,4.381868108850036,0.06930693069306931
74,Feat_Selection,Scenario_X,3,7.167198249068962,18.1701819877544,19.828121434245258,4.381868108850036,0.06930693069306931
75,Feat_Selection,Scenario_X,5,5.472535834291665,14.452679396342052,19.828121434245258,4.381868108850036,0.06930693069306931
76,Feat_Selection,Scenario_X,3,5.25821414142256,13.36596252670795,19.828121434245258,4.381868108850036,0.06930693069306931
77,Feat_Selection,Scenario_X,5,4.365518848403008,16.326829028746666,19.828121434245258,4.381868108850036,0.06930693069306931
78,Feat_Selection,Scenario_X,3,7.25518410441466,19.853345504834273,19.828121434245258,4.381868108850036,0.06930693069306931
79,Feat_Selection,Scenario_X,5,3.8641805965841565,12.964174863006173,19.828121434245258,4.381868108850036,0.06930693069306931
80,Feat_Selection,Scenario_X,5,2.5812664313170326,7.956466919850641,19.828121434245258,4.381868108850036,0.06930693069306931
81,Feat_Selection,Scenario_X,5,4.332325228575825,11.932475697446206,19.828121434245258,4.381868108850036,0.06930693069306931
82,Feat_Selection,Scenario_X,5,4.280821243588152,11.728190892221951,19.828121434245258,4.381868108850036,0.06930693069306931
83,Feat_Selection,Scenario_X,5,4.937305001378051,11.200964683122232,19.828121434245258,4.381868108850036,0.06930693069306931
84,Feat_Selection,Scenario_X,4,5.147391307577457,13.4833505713412,19.828121434245258,4.381868108850036,0.06930693069306931
85,Feat_Selection,Scenario_X,5,5.345986159438981,15.460569426932919,19.828121434245258,4.381868108850036,0.06930693069306931
86,Feat_Selection,Scenario_X,4,4.091877338373272,9.114325361218462,19.828121434245258,4.381868108850036,0.06930693069306931
87,Feat_Selection,Scenario_X,5,3.4991855753207197,9.587015650224886,19.828121434245258,4.381868108850036,0.06930693069306931
88,Feat_Selection,Scenario_X,5,2.9556125492621135,7.038334826138517,19.828121434245258,4.381868108850036,0.06930693069306931
89,Feat_Selection,Scenario_X,3,5.89845686447636,13.569079386099181,19.828121434245258,4.381868108850036,0.06930693069306931
90,Feat_Selection,Scenario_X,5,3.199957961651395,8.813384630276733,19.828121434245258,4.381868108850036,0.06930693069306931
91,Feat_Selection,Scenario_X,5,3.5087045022608883,12.438346629547214,19.828121434245258,4.381868108850036,0.06930693069306931
92,Feat_Selection,Scenario_X,5,4.2514454027362465,11.978023384207011,19.828121434245258,4.381868108850036,0.06930693069306931
93,Feat_Selection,Scenario_X,5,4.3897422131321004,18.126537391706275,19.828121434245258,4.381868108850036,0.06930693069306931
94,Feat_Selection,Scenario_X,5,3.213822034195236,8.064685656100314,19.828121434245258,4.381868108850036,0.06930693069306931
95,Feat_Selection,Scenario_X,5,2.951285697571969,8.074238150068894,19.828121434245258,4.381868108850036,0.06930693069306931
96,Feat_Selection,Scenario_X,5,4.305191356787151,12.80450082493842,19.828121434245258,4.381868108850036,0.06930693069306931
97,Feat_Selection,Scenario_X,5,4.617096956635143,16.91839421440321,19.828121434245258,4.381868108850036,0.06930693069306931
98,Feat_Selection,Scenario_X,5,4.013210163594125,16.52137920111288,19.828121434245258,4.381868108850036,0.06930693069306931
99,Feat_Selection,Scenario_X,4,6.191929245685777,18.691737555353523,19.828121434245258,4.381868108850036,0.06930693069306931
100,Feat_Selection,Scenario_X,5,5.137885924015435,15.015197308494914,19.828121434245258,4.381868108850036,0.06930693069306931
