Seed,Method,Scenario,NumRatios,EnergyF,combinedF,obsCombinedF,obsEnergyF,p
1,Feat_Selection,Scenario_X,4,3.407602290485487,7.937536382851648,22.018114826454116,4.46107558956217,0.009900990099009901
2,Feat_Selection,Scenario_X,4,3.132490808402913,7.677887351544197,22.018114826454116,4.46107558956217,0.009900990099009901
3,Feat_Selection,Scenario_X,4,4.196691388031182,9.908490608653178,22.018114826454116,4.46107558956217,0.009900990099009901
4,Feat_Selection,Scenario_X,4,2.8597188872350325,9.88257760127056,22.018114826454116,4.46107558956217,0.009900990099009901
5,Feat_Selection,Scenario_X,4,3.9207201634198325,8.625889473140326,22.018114826454116,4.46107558956217,0.009900990099009901
6,Feat_Selection,Scenario_X,4,3.860001469902644,12.496628231447499,22.018114826454116,4.46107558956217,0.009900990099009901
7,Feat_Selection,Scenario_X,4,3.6445554011623433,9.738327366587216,22.018114826454116,4.46107558956217,0.009900990099009901
8,Feat_Selection,Scenario_X,4,4.573890433027906,17.681156374807387,22.018114826454116,4.46107558956217,0.009900990099009901
9,Feat_Selection,Scenario_X,4,4.119565215118324,10.833001274112918,22.018114826454116,4.46107558956217,0.009900990099009901
10,Feat_Selection,Scenario_X,3,5.587583965781091,13.108933815119112,22.018114826454116,4.46107558956217,0.009900990099009901
11,Feat_Selection,Scenario_X,3,3.355844315622773,8.00251062867546,22.018114826454116,4.46107558956217,0.009900990099009901
12,Feat_Selection,Scenario_X,4,2.7856378822958314,8.711160697753536,22.018114826454116,4.46107558956217,0.009900990099009901
13,Feat_Selection,Scenario_X,4,4.563780353267587,13.545073665696124,22.018114826454116,4.46107558956217,0.009900990099009901
14,Feat_Selection,Scenario_X,4,3.850454672015208,10.516803133097905,22.018114826454116,4.46107558956217,0.009900990099009901
15,Feat_Selection,Scenario_X,4,5.648398607209032,12.228818113235672,22.018114826454116,4.46107558956217,0.009900990099009901
16,Feat_Selection,Scenario_X,4,3.2771737315480354,6.017248088772387,22.018114826454116,4.46107558956217,0.009900990099009901
17,Feat_Selection,Scenario_X,4,4.010134716669228,12.548748439361635,22.018114826454116,4.46107558956217,0.009900990099009901
18,Feat_Selection,Scenario_X,4,3.339032436260784,8.482076712558015,22.018114826454116,4.46107558956217,0.009900990099009901
19,Feat_Selection,Scenario_X,4,3.8914525078495394,10.586893310273767,22.018114826454116,4.46107558956217,0.009900990099009901
