Status,V193___V76,V193___V1,V40___V124,V40___V19,V193___V195
Ecig,-1.4044772480130172,-0.4418704713495524,-0.8622983113458693,-2.1624495648655655,-0.5122003620721853
Ecig,-0.8255450281359668,0.19561034592150872,-0.9241794682002952,-1.1866847417523005,-0.6936030253145863
Ecig,-0.8028966734969561,-0.2407115410362962,0.23245649613497302,0.270929673608539,-0.8605700306744077
Ecig,-1.1887255915810586,-0.8117470648848378,-1.0705162076663144,0.45949544035567014,-0.1037881524375485
Ecig,-1.5591176972486107,-0.4502096703545864,-0.41552141081107546,-1.0007782377648404,-1.01477907957565
Ecig,-1.6364596748274192,-0.5864352252461398,-0.5698780550992661,-0.12235717186141638,-0.7416066713423677
Ecig,-1.0609863938141915,-0.3904503432821521,-1.321918084918989,-0.2411695165231271,-0.08588764891065004
Ecig,0.785318084658147,-0.3705305675913408,0.7010194297911975,1.5578946511870977,0.15968163851284764
Ecig,-1.4951262654932007,-0.45020967035458626,-1.649863549930739,-1.0007782377648402,-1.0487930135113952
Ecig,0.5819623157278669,-0.34031041949035307,0.2392912797095378,-0.03912327502211275,0.6963879163893429
Ecig,-0.7703455505101465,-0.4502096703545866,-0.7915414257209369,-0.5675193912305927,0.3389869637343576
Ecig,0.6023998922845397,-1.0917395294772785,-1.1628013062540083,-0.5418623551014589,-0.013504382233773175
Ecig,0.567349431278139,-0.43990929794441,-0.25250366952196135,-0.4770256829002895,-1.120752577205274
Ecig,-0.790196487180275,-0.4502096703545866,1.6311342836514957,1.8325959476668157,-0.9747778880995378
Ecig,0.7853180846581473,-0.3705305675913408,0.13604922934334288,-0.09347444926676073,-0.32968839697962693
Ecig,0.7707052002084197,-0.4701294460453977,-0.40441966506149485,-0.6267475455555899,-0.29402226863962777
Ecig,-1.132484670024812,0.15768397277993165,-0.5855560420093807,-1.2737678428465453,-0.7772613993555201
Ecig,0.8086986997777111,-0.2111723620648497,-0.5487423598060432,-1.319475101743343,0.7681421505852563
Ecig,-1.4340933642356062,-0.7337273107956273,-1.5894298339163255,-1.319475101743343,-0.1583244468568687
Ecig,-0.28112617564214143,-0.45020967035458614,1.1812911744954122,0.6642743294705276,-1.043966687841528
Ecig,-2.7953431329858747,-0.4701294460453975,-1.8741995402857534,-0.9742201657666323,0.1917722321698055
Ecig,-1.0352962943547352,-0.4701294460453977,0.3476203647582279,-0.04462784519747083,-1.4186006049417899
Ecig,1.0277355986758676,-0.1445077077318477,-1.5925533484385923,-0.9742201657666323,0.4302509898198719
Ecig,0.6024203539574852,-0.8244379968478603,0.11134680343238208,0.11468055975413491,-0.813926519840412
Nonsmoker,-0.00727472185607873,-0.24071154103629605,1.6355290722948321,0.6630189500325314,-0.3278541319433313
Nonsmoker,-0.9318350542235658,-0.0016742327465597826,-0.2908757070601247,1.059453336494413,-0.2831811362441003
Nonsmoker,-0.5621416410273244,-0.14111266258223923,1.0126117987935634,0.6174262736054765,0.582125255161221
Nonsmoker,0.28811336933479603,-0.19125258637403822,1.1411057286066162,1.0161401155459415,0.8484599574403711
Nonsmoker,0.7853180846581472,-0.3705305675913408,0.13604922934334215,-0.21002448229882534,0.37221888777740464
Nonsmoker,0.6053429308474308,-0.18095221396386202,0.951191288705953,1.3308146559058707,0.08471099992861116
Nonsmoker,0.5907300463977032,-0.2805510924179189,0.8788849258324853,0.5828578087708663,-0.7295665749590016
Nonsmoker,0.5878074695077578,-1.3853188568029917,0.7254057498803467,1.6298517893255926,-0.6063833530616644
Nonsmoker,-0.5024563546733016,-0.18095221396386202,0.5204184919055114,0.13416280886534906,-0.728263009985684
Nonsmoker,-0.06601717586719513,-0.26063131672710754,0.6359084169347352,0.3145157771460817,-0.5361016444221297
Nonsmoker,-0.016108315784390186,-0.39045034328215206,-0.2805731168675472,0.7276371405742984,-0.2987863362527138
Nonsmoker,0.646259007306668,0.09792464570749755,0.5758092399689451,0.23512666046586295,-0.9591199301942553
Nonsmoker,0.6767807065463292,-0.07423321814152523,0.4373376271052549,0.893753649090211,0.39562365389753673
Nonsmoker,0.617033238407213,-0.10127311120061633,-0.44123334726483265,-0.9285129068698347,1.7981319752988758
Nonsmoker,0.46285275816137633,0.6451174795410911,0.7479093954485627,0.017607333726093643,-0.2397001298686585
Nonsmoker,-0.662453435906505,-0.39045034328215217,1.0552534115796277,0.8097268122152538,-0.9402508545313956
Nonsmoker,-0.6644852009722825,-1.1650888324656885,1.4366130183056207,1.0849554483701955,-1.0577120165574518
Nonsmoker,-0.6377307493691254,-0.09165370791998152,0.30986711117157195,-0.5140642002664225,-0.04916191227668609
Nonsmoker,0.704291325276779,-0.2510119134464724,0.34655256855228955,0.14693812170508616,-0.5226273920361061
Smoker,0.6141106615172661,-0.12119288689142946,-1.147160631707442,-1.6861333877196123,0.4712696628603047
Smoker,1.3359299421903348,2.628938464280596,0.77292539053981,1.160069775125443,2.21185204804697
Smoker,-0.6017862169700513,-0.2510119134464725,1.0517495097983702,-0.023465357613084707,-0.8150764396915943
Smoker,0.7823955077682018,-0.3904503432821523,2.708710929770345,2.212022880219164,-0.6734743917215418
Smoker,1.6523088090490192,0.7602605572823723,0.6662580587641693,-0.5386798696871719,1.4672457460105732
Smoker,0.3677538215051663,1.2471221929955154,-0.053318414572381595,0.4251453861560278,1.489170538526865
Smoker,-0.9753045157411964,-0.12119288689142785,0.5418660365473498,0.6555250815663851,-0.5325264030059642
Smoker,1.51206352139725,3.728022654083649,-0.7915414257209369,0.012757838726072189,2.937979843299805
Smoker,0.8496147762369481,0.06770449760650962,0.8773126524241719,2.722387581183479,-0.16337306130415857
Smoker,-1.285022419157109,0.15768397277993138,-1.9769954399978387,-0.3952363378950698,0.298668391919198
Smoker,0.09136436036349792,0.40332035324773474,-0.29919211792966655,-0.6156007185683003,1.4350839299244906
Smoker,-1.5412467846768296,-0.9374406742940125,-0.09021196500863111,-0.8753967628734175,-0.5068949162838956
Smoker,1.3028799678599918,1.6892843401095141,-1.4524480039158831,-0.5682604890649692,0.43685447017923845
Smoker,0.6316461228569403,-0.0016742327465597826,0.8567541498061819,0.3500347863838699,-1.0920809088763543
Smoker,0.7940858153279836,-0.3107712405189068,-0.49323363105814,-1.1866847417523003,0.7943912359901184
Smoker,2.1313672993844337,4.354334793010395,-1.1173265270497486,-0.01108229403808396,3.1986988391295443
Smoker,0.9482662955738204,1.9930621830545137,-1.6587453241639158,-1.4502100578705819,2.0797627469559408
Smoker,0.3734638272993847,0.06770449760650962,0.3062602641986921,-1.5650635559333215,0.04593528554836287
Smoker,0.7823955077682017,0.29732507725150753,0.8002848037092167,0.8323709418815036,-0.4652176600574743
