Seed,Method,Scenario,NumRatios,EnergyF,combinedF,obsCombinedF,obsEnergyF,p
1,Feat_Selection,Scenario_X,5,3.1984457246245737,7.808933500879419,23.917305364831748,4.051452808047425,0.009900990099009901
2,Feat_Selection,Scenario_X,5,2.996527150236096,8.965477282255069,23.917305364831748,4.051452808047425,0.009900990099009901
3,Feat_Selection,Scenario_X,4,4.196691388031182,9.922865827482145,23.917305364831748,4.051452808047425,0.009900990099009901
4,Feat_Selection,Scenario_X,5,3.515899514591915,11.446456525823804,23.917305364831748,4.051452808047425,0.009900990099009901
5,Feat_Selection,Scenario_X,5,3.991767906019338,10.421829067172006,23.917305364831748,4.051452808047425,0.009900990099009901
6,Feat_Selection,Scenario_X,5,3.623779873107099,13.960906003111205,23.917305364831748,4.051452808047425,0.009900990099009901
7,Feat_Selection,Scenario_X,5,3.4453333119478167,12.537092361908591,23.917305364831748,4.051452808047425,0.009900990099009901
8,Feat_Selection,Scenario_X,5,4.727746818399933,21.385775804651697,23.917305364831748,4.051452808047425,0.009900990099009901
9,Feat_Selection,Scenario_X,5,3.7112557154668537,11.876753404484719,23.917305364831748,4.051452808047425,0.009900990099009901
10,Feat_Selection,Scenario_X,3,6.113906852392203,13.928004484703639,23.917305364831748,4.051452808047425,0.009900990099009901
11,Feat_Selection,Scenario_X,3,3.6473105198443245,10.459271510173249,23.917305364831748,4.051452808047425,0.009900990099009901
12,Feat_Selection,Scenario_X,5,3.120585294368921,9.66406391539481,23.917305364831748,4.051452808047425,0.009900990099009901
13,Feat_Selection,Scenario_X,5,4.352623904900943,13.943647694859797,23.917305364831748,4.051452808047425,0.009900990099009901
14,Feat_Selection,Scenario_X,4,4.011968099784494,11.51785191133457,23.917305364831748,4.051452808047425,0.009900990099009901
15,Feat_Selection,Scenario_X,5,5.259342530147918,14.882756436654494,23.917305364831748,4.051452808047425,0.009900990099009901
16,Feat_Selection,Scenario_X,5,3.2977121961075833,7.6982305135697375,23.917305364831748,4.051452808047425,0.009900990099009901
17,Feat_Selection,Scenario_X,5,4.068059110936813,17.35369186404824,23.917305364831748,4.051452808047425,0.009900990099009901
18,Feat_Selection,Scenario_X,5,3.668199345274488,11.366063299843361,23.917305364831748,4.051452808047425,0.009900990099009901
19,Feat_Selection,Scenario_X,5,3.9399180409992125,11.40253921847156,23.917305364831748,4.051452808047425,0.009900990099009901
20,Feat_Selection,Scenario_X,5,3.731098049802709,9.75248955744182,23.917305364831748,4.051452808047425,0.009900990099009901
21,Feat_Selection,Scenario_X,5,3.6638966893687783,12.284240112956562,23.917305364831748,4.051452808047425,0.009900990099009901
22,Feat_Selection,Scenario_X,5,3.743630188671735,14.591936125119949,23.917305364831748,4.051452808047425,0.009900990099009901
23,Feat_Selection,Scenario_X,5,4.473286234988315,13.319458090096576,23.917305364831748,4.051452808047425,0.009900990099009901
24,Feat_Selection,Scenario_X,5,3.5618615794541912,15.122140020656634,23.917305364831748,4.051452808047425,0.009900990099009901
25,Feat_Selection,Scenario_X,5,3.9297913080025726,13.68565234483518,23.917305364831748,4.051452808047425,0.009900990099009901
26,Feat_Selection,Scenario_X,5,4.8464080536593706,18.67746612915214,23.917305364831748,4.051452808047425,0.009900990099009901
27,Feat_Selection,Scenario_X,5,3.9745143353083034,13.972137088876673,23.917305364831748,4.051452808047425,0.009900990099009901
28,Feat_Selection,Scenario_X,5,4.5985278673578724,15.798912894901996,23.917305364831748,4.051452808047425,0.009900990099009901
29,Feat_Selection,Scenario_X,5,3.701704190472687,7.79257051491531,23.917305364831748,4.051452808047425,0.009900990099009901
30,Feat_Selection,Scenario_X,4,4.195781886123202,11.1616289270244,23.917305364831748,4.051452808047425,0.009900990099009901
31,Feat_Selection,Scenario_X,5,3.1489081192974115,11.45470137494781,23.917305364831748,4.051452808047425,0.009900990099009901
32,Feat_Selection,Scenario_X,5,3.8095274724803523,11.518155436758025,23.917305364831748,4.051452808047425,0.009900990099009901
33,Feat_Selection,Scenario_X,5,3.1934782170421254,14.404008709209895,23.917305364831748,4.051452808047425,0.009900990099009901
34,Feat_Selection,Scenario_X,5,3.5898052523420376,13.125460306007556,23.917305364831748,4.051452808047425,0.009900990099009901
35,Feat_Selection,Scenario_X,5,4.27316080040508,10.143386196921623,23.917305364831748,4.051452808047425,0.009900990099009901
36,Feat_Selection,Scenario_X,5,4.295263387444324,13.942340124249917,23.917305364831748,4.051452808047425,0.009900990099009901
37,Feat_Selection,Scenario_X,5,3.823711520372979,11.38226775366724,23.917305364831748,4.051452808047425,0.009900990099009901
38,Feat_Selection,Scenario_X,5,3.7406472459830784,10.167384461984883,23.917305364831748,4.051452808047425,0.009900990099009901
39,Feat_Selection,Scenario_X,5,3.144369427674275,12.123107730302607,23.917305364831748,4.051452808047425,0.009900990099009901
40,Feat_Selection,Scenario_X,4,3.5416253295478204,13.504945886514175,23.917305364831748,4.051452808047425,0.009900990099009901
41,Feat_Selection,Scenario_X,5,3.4147278936844505,11.092006643454242,23.917305364831748,4.051452808047425,0.009900990099009901
42,Feat_Selection,Scenario_X,5,3.8259624712006217,12.015632891506039,23.917305364831748,4.051452808047425,0.009900990099009901
43,Feat_Selection,Scenario_X,5,3.5571228410257714,10.17350123277635,23.917305364831748,4.051452808047425,0.009900990099009901
44,Feat_Selection,Scenario_X,5,3.334588404129981,8.795576350275677,23.917305364831748,4.051452808047425,0.009900990099009901
45,Feat_Selection,Scenario_X,5,4.305531504174455,12.140265464975208,23.917305364831748,4.051452808047425,0.009900990099009901
46,Feat_Selection,Scenario_X,4,5.299161146916199,15.007213670858466,23.917305364831748,4.051452808047425,0.009900990099009901
47,Feat_Selection,Scenario_X,5,3.799385344012509,10.89277010251774,23.917305364831748,4.051452808047425,0.009900990099009901
48,Feat_Selection,Scenario_X,5,2.9500766435754153,8.090992959575187,23.917305364831748,4.051452808047425,0.009900990099009901
49,Feat_Selection,Scenario_X,5,7.170892712416741,16.15663408010634,23.917305364831748,4.051452808047425,0.009900990099009901
50,Feat_Selection,Scenario_X,5,3.4405149463784035,12.389352836166163,23.917305364831748,4.051452808047425,0.009900990099009901
51,Feat_Selection,Scenario_X,5,3.3252577145256343,12.89018957659147,23.917305364831748,4.051452808047425,0.009900990099009901
52,Feat_Selection,Scenario_X,5,5.727468782297896,18.764108767132527,23.917305364831748,4.051452808047425,0.009900990099009901
53,Feat_Selection,Scenario_X,5,4.2341955441745744,9.455153647485437,23.917305364831748,4.051452808047425,0.009900990099009901
